UKBPPP ProteinID,Olink ID,Assay Target,Protein panel,Gene symbol,UniProt,Gene CHROM,Gene start,Gene end,Dilution factor,% of samples below LOD,Coefficient of variation (median %),% of data failing QC,ICC (interclass correlation) of sample age 
PTGDS:P41222:OID20408:v1,OID20408,PTGDS,Cardiometabolic,PTGDS,P41222,9,136975092,136981742,0.736111111,0.03%,4.31,1.35%,0.006656
PTGES2:Q9H7Z7:OID30561:v1,OID30561,PTGES2,Inflammation_II,PTGES2,Q9H7Z7,9,128120693,128128462,1:01,16.09%,11.14,0.60%,0.039552
PTGR1:Q14914:OID30297:v1,OID30297,PTGR1,Cardiometabolic_II,PTGR1,Q14914,9,111549722,111599893,1:10,0.12%,4.43,0.00%,0.009507
PTH:P01270:OID30963:v1,OID30963,PTH,Neurology_II,PTH,P01270,11,13492054,13496181,1:01,6.42%,16.33,0.00%,0.032552
PTH1R:Q03431:OID20571:v1,OID20571,PTH1R,Inflammation,PTH1R,Q03431,3,46877721,46903799,1:01,0.01%,6.2,0.00%,0.002743
PTK7:Q13308:OID20880:v1,OID20880,PTK7,Neurology,PTK7,Q13308,6,43076307,43161719,1:01,47.66%,9.74,0.00%,0.002646
PTN:P21246:OID20083:v1,OID20083,PTN,Cardiometabolic,PTN,P21246,7,137227341,137343774,1:01,3.79%,12.43,0.00%,0.009072
PTP4A3:O75365:OID30469:v1,OID30469,PTP4A3,Inflammation_II,PTP4A3,O75365,8,141391995,141432454,1:01,4.44%,7.14,0.00%,0.01044
PTPN1:P18031:OID20908:v1,OID20908,PTPN1,Neurology,PTPN1,P18031,20,50510321,50585241,1:01,0.06%,8.76,0.00%,0.096266
PTPN6:P29350:OID20717:v1,OID20717,PTPN6,Inflammation,PTPN6,P29350,12,6946468,6961316,1:10,0.02%,8.76,0.15%,0.078837
PTPN9:P43378:OID30437:v1,OID30437,PTPN9,Inflammation_II,PTPN9,P43378,15,75463251,75579315,1:01,89.54%,7.96,0.15%,0.002548
PTPRB:P23467:OID30324:v1,OID30324,PTPRB,Cardiometabolic_II,PTPRB,P23467,12,70515870,70637440,1:10,0.08%,4.22,0.00%,0.004781
PTPRC:P08575:OID30380:v1,OID30380,PTPRC,Cardiometabolic_II,PTPRC,P08575,1,198638457,198757476,0.111111111,2.34%,6.48,0.00%,0.007123
PTPRF:P10586:OID20310:v1,OID20310,PTPRF,Cardiometabolic,PTPRF,P10586,1,43525187,43623666,0.111111111,0.04%,4.93,0.00%,0.004712
PTPRH:Q9HD43:OID31433:v1,OID31433,PTPRH,Oncology_II,PTPRH,Q9HD43,19,55181247,55209506,1:01,1.00%,6.57,0.00%,0.004853
PTPRK:Q15262:OID31461:v1,OID31461,PTPRK,Oncology_II,PTPRK,Q15262,6,127968785,128520616,1:01,77.35%,4.44,0.00%,0.00485
PTPRM:P28827:OID20598:v1,OID20598,PTPRM,Inflammation,PTPRM,P28827,18,7566782,8406861,1:01,0.12%,6.24,0.15%,0.005734
PTPRN2:Q92932:OID20912:v1,OID20912,PTPRN2,Neurology,PTPRN2,Q92932,7,157539056,158587823,1:01,0.02%,4.95,0.30%,0.042879
PTPRR:Q15256:OID31099:v1,OID31099,PTPRR,Neurology_II,PTPRR,Q15256,12,70638073,70920738,1:01,0.06%,4.56,0.00%,0.042027
PTPRS:Q13332:OID20306:v1,OID20306,PTPRS,Cardiometabolic,PTPRS,Q13332,19,5158495,5340812,0.111111111,0.02%,4.68,0.00%,0.005061
PTPRZ1:P23471:OID30343:v1,OID30343,PTPRZ1,Cardiometabolic_II,PTPRZ1,P23471,7,121873089,122062036,1:10,0.07%,5.46,0.00%,0.004676
PTRHD1:Q6GMV3:OID30659:v1,OID30659,PTRHD1,Inflammation_II,PTRHD1,Q6GMV3,2,24789728,24793391,1:10,0.07%,5.81,0.00%,0.079863
PTS:Q03393:OID20847:v1,OID20847,PTS,Neurology,PTS,Q03393,11,112226367,112269955,1:01,0.17%,7.97,0.45%,0.012649
PTTG1:O95997:OID31326:v1,OID31326,PTTG1,Oncology_II,PTTG1,O95997,5,160421855,160428739,1:01,85.62%,6.42,0.00%,0.002974
PTX3:P26022:OID20570:v1,OID20570,PTX3,Inflammation,PTX3,P26022,3,157436850,157443633,1:01,0.03%,6.01,0.00%,0.004822
PVALB:P20472:OID21420:v1,OID21420,PVALB,Oncology,PVALB,P20472,22,36800684,36819479,1:01,0.04%,3.56,0.45%,0.034956
PVR:P15151:OID21011:v1,OID21011,PVR,Neurology,PVR,P15151,19,44643798,44666162,1:10,0.03%,6.31,0.00%,0.003562
PXDNL:A1KZ92:OID31405:v1,OID31405,PXDNL,Oncology_II,PXDNL,A1KZ92,8,51319577,51809445,1:01,63.58%,7.24,0.00%,0.002048
PXN:P49023:OID20822:v1,OID20822,PXN,Neurology,PXN,P49023,12,120210439,120265771,1:01,0.28%,8.5,0.00%,0.050564
PYDC1:Q8WXC3:OID30202:v1,OID30202,PYDC1,Cardiometabolic_II,PYDC1,Q8WXC3,16,31215962,31217135,1:01,6.13%,5.44,0.00%,0.000817
PYY:P10082:OID30150:v1,OID30150,PYY,Cardiometabolic_II,PYY,P10082,17,43952733,44004469,1:01,5.42%,9.39,0.00%,0.013791
PZP:P20742:OID30730:v1,OID30730,PZP,Inflammation_II,PZP,P20742,12,9148840,9208395,1:100000,37.85%,4.21,0.00%,0.00673
QDPR:P09417:OID20174:v1,OID20174,QDPR,Cardiometabolic,QDPR,P09417,4,17460261,17512206,1:10,0.04%,5.33,0.60%,0.062359
QPCT:Q16769:OID20320:v1,OID20320,QPCT,Cardiometabolic,QPCT,Q16769,2,37342827,37373322,0.111111111,0.02%,4.5,1.05%,0.004388
QSOX1:O00391:OID30729:v1,OID30729,QSOX1,Inflammation_II,QSOX1,O00391,1,180154869,180204030,1:100000,0.49%,6.48,1.95%,0.007498
RAB10:P61026:OID30357:v1,OID30357,RAB10,Cardiometabolic_II,RAB10,P61026,2,26034084,26137454,1:10,4.17%,13.69,0.00%,0.040299
RAB11FIP3:O75154:OID30325:v1,OID30325,RAB11FIP3,Cardiometabolic_II,RAB11FIP3,O75154,16,425649,523011,1:10,0.38%,8.96,0.00%,0.099824
RAB27B:O00194:OID30354:v1,OID30354,RAB27B,Cardiometabolic_II,RAB27B,O00194,18,54717860,54895516,1:10,0.48%,10.6,0.00%,0.058786
RAB2B:Q8WUD1:OID31362:v1,OID31362,RAB2B,Oncology_II,RAB2B,Q8WUD1,14,21459020,21476960,1:01,0.34%,8.31,0.00%,0.071322
RAB33A:Q14088:OID30122:v1,OID30122,RAB33A,Cardiometabolic_II,RAB33A,Q14088,X,130171962,130184870,1:01,27.88%,6.97,0.00%,0.074213
RAB37:Q96AX2:OID20425:v1,OID20425,RAB37,Inflammation,RAB37,Q96AX2,17,74670578,74747335,1:01,27.59%,10.24,0.00%,0.013754
RAB39B:Q96DA2:OID30069:v1,OID30069,RAB39B,Cardiometabolic_II,RAB39B,Q96DA2,X,155258235,155264491,1:01,42.40%,7.67,0.00%,0.00459
RAB3GAP1:Q15042:OID30829:v1,OID30829,RAB3GAP1,Neurology_II,RAB3GAP1,Q15042,2,135052289,135176667,1:01,89.30%,6.49,0.00%,0.003713
RAB44:Q7Z6P3:OID31346:v1,OID31346,RAB44,Oncology_II,RAB44,Q7Z6P3,6,36697826,36733184,1:01,28.76%,5.99,0.00%,0.048136
RAB6A:P20340:OID20608:v1,OID20608,RAB6A,Inflammation,RAB6A,P20340,11,73675638,73761137,1:01,0.02%,8.93,0.00%,0.018514
RAB6B:Q9NRW1:OID20817:v1,OID20817,RAB6B,Neurology,RAB6B,Q9NRW1,3,133824235,133895882,1:01,94.10%,7.04,0.00%,0.005344
RABEP1:Q15276:OID30647:v1,OID30647,RABEP1,Inflammation_II,RABEP1,Q15276,17,5282265,5386340,1:10,0.07%,8.91,0.00%,0.117003
RABEPK:Q7Z6M1:OID21163:v1,OID21163,RABEPK,Oncology,RABEPK,Q7Z6M1,9,125200542,125234161,1:01,16.14%,9.39,0.00%,0.016498
RABGAP1L:Q5R372:OID20447:v1,OID20447,RABGAP1L,Inflammation,RABGAP1L,Q5R372,1,174159410,174995308,1:01,0.17%,8.93,0.00%,0.084074
RAC3:P60763:OID30958:v1,OID30958,RAC3,Neurology_II,RAC3,P60763,17,82031678,82034204,1:01,58.05%,7.27,0.00%,0.003913
RAD23B:P54727:OID21166:v1,OID21166,RAD23B,Oncology,RAD23B,P54727,9,107283137,107332192,1:01,3.63%,8.38,0.00%,0.062169
RAD51:Q06609:OID31254:v1,OID31254,RAD51,Oncology_II,RAD51,Q06609,15,40694774,40732340,1:01,61.36%,8.2,0.00%,0.006638
RALB:P11234:OID30567:v1,OID30567,RALB,Inflammation_II,RALB,P11234,2,120240064,120294710,1:01,92.60%,9.35,0.00%,0.006536
RALY:Q9UKM9:OID31382:v1,OID31382,RALY,Oncology_II,RALY,Q9UKM9,20,33993646,34108308,1:01,34.06%,10.38,0.00%,0.032062
RANBP1:P43487:OID30258:v1,OID30258,RANBP1,Cardiometabolic_II,RANBP1,P43487,22,20115938,20127355,1:01,0.04%,5.31,0.00%,0.059766
RANBP2:P49792:OID30812:v1,OID30812,RANBP2,Neurology_II,RANBP2,P49792,2,108719482,108785810,1:01,96.57%,9.46,0.00%,0.006713
RANGAP1:P46060:OID21203:v1,OID21203,RANGAP1,Oncology,RANGAP1,P46060,22,41244779,41286187,1:01,96.61%,7.09,0.00%,0.004153
RAP1A:P62834:OID30452:v1,OID30452,RAP1A,Inflammation_II,RAP1A,P62834,1,111542218,111716691,1:01,78.82%,8.31,0.00%,0.001458
RAPGEF2:Q9Y4G8:OID31337:v1,OID31337,RAPGEF2,Oncology_II,RAPGEF2,Q9Y4G8,4,159103013,159360174,1:01,60.23%,7.79,0.00%,0.062729
RARRES1:P49788:OID21177:v1,OID21177,RARRES1,Oncology,RARRES1,P49788,3,158696892,158732489,1:01,45.71%,6.4,0.00%,0.00294
RARRES2:Q99969:OID20373:v1,OID20373,RARRES2,Cardiometabolic,RARRES2,Q99969,7,150338317,150341662,0.736111111,0.03%,8.42,0.00%,0.010621
RASA1:P20936:OID20826:v1,OID20826,RASA1,Neurology,RASA1,P20936,5,87267883,87391931,1:01,91.89%,4.47,0.00%,0.003717
RASGRF1:Q13972:OID31213:v1,OID31213,RASGRF1,Oncology_II,RASGRF1,Q13972,15,78959906,79090780,1:01,94.79%,9.35,0.00%,0.002766
RASSF2:P50749:OID21194:v1,OID21194,RASSF2,Oncology,RASSF2,P50749,20,4780023,4823608,1:01,3.08%,10.72,0.00%,0.065385
RBFOX3:A6NFN3:OID30984:v1,OID30984,RBFOX3,Neurology_II,RBFOX3,A6NFN3,17,79089345,79611051,1:01,0.03%,5.76,0.00%,0.005033
RBKS:Q9H477:OID20986:v1,OID20986,RBKS,Neurology,RBKS,Q9H477,2,27781379,27890681,1:01,0.01%,4.75,1.50%,0.036187
RBM17:Q96I25:OID31034:v1,OID31034,RBM17,Neurology_II,RBM17,Q96I25,10,6089034,6117457,1:01,6.70%,10.67,0.00%,0.050837
RBM19:Q9Y4C8:OID30090:v1,OID30090,RBM19,Cardiometabolic_II,RBM19,Q9Y4C8,12,113816738,113966325,1:01,95.33%,5.41,0.00%,0.017419
RBM25:P49756:OID31236:v1,OID31236,RBM25,Oncology_II,RBM25,P49756,14,73058532,73123899,1:01,96.66%,11.94,0.00%,0.004892
RBP1:P09455:OID30913:v1,OID30913,RBP1,Neurology_II,RBP1,P09455,3,139517434,139539829,1:01,34.71%,8.87,0.00%,0.001973
RBP2:P50120:OID21365:v1,OID21365,RBP2,Oncology,RBP2,P50120,3,139452884,139480747,1:01,0.07%,6.31,0.00%,0.006669
RBP5:P82980:OID21369:v1,OID21369,RBP5,Oncology,RBP5,P82980,12,7115736,7128889,1:01,0.05%,6.11,0.00%,0.003682
RBP7:Q96R05:OID31526:v1,OID31526,RBP7,Oncology_II,RBP7,Q96R05,1,9997206,10016021,1:01,0.09%,5.9,0.00%,0.048782
RBPMS:Q93062:OID30507:v1,OID30507,RBPMS,Inflammation_II,RBPMS,Q93062,8,30384511,30572256,1:01,86.58%,6.06,0.00%,0.005962
RBPMS2:Q6ZRY4:OID30257:v1,OID30257,RBPMS2,Cardiometabolic_II,RBPMS2,Q6ZRY4,15,64739891,64775589,1:01,0.08%,6.42,0.00%,0.09378
RCC1:P18754:OID31356:v1,OID31356,RCC1,Oncology_II,RCC1,P18754,1,28505943,28539300,1:01,34.55%,5.22,0.00%,0.006789
RCOR1:Q9UKL0:OID20073:v1,OID20073,RCOR1,Cardiometabolic,RCOR1,Q9UKL0,14,102592649,102730561,1:01,56.23%,5.89,0.00%,0.012992
RECK:O95980:OID30234:v1,OID30234,RECK,Cardiometabolic_II,RECK,O95980,9,36036913,36124455,1:01,0.04%,5.28,0.00%,0.006401
REEP4:Q9H6H4:OID31028:v1,OID31028,REEP4,Neurology_II,REEP4,Q9H6H4,8,22138020,22141951,1:01,19.39%,7.29,0.00%,0.08632
REG1A:P05451:OID20415:v1,OID20415,REG1A,Cardiometabolic,REG1A,P05451,2,79120362,79123409,0.736111111,0.02%,4.34,1.31%,0.001298
REG1B:P48304:OID20266:v1,OID20266,REG1B,Cardiometabolic,REG1B,P48304,2,79085023,79088019,0.111111111,0.02%,3.89,0.00%,0.000976
REG3A:Q06141:OID20258:v1,OID20258,REG3A,Cardiometabolic,REG3A,Q06141,2,79157003,79159753,0.111111111,0.04%,4.6,0.00%,0.002415
REG3G:Q6UW15:OID31408:v1,OID31408,REG3G,Oncology_II,REG3G,Q6UW15,2,79025686,79028505,1:01,29.52%,9.63,0.00%,0.004011
REG4:Q9BYZ8:OID20784:v1,OID20784,REG4,Inflammation,REG4,Q9BYZ8,1,119794017,119811580,1:10,0.02%,8.02,0.30%,0.003118
RELB:Q01201:OID30463:v1,OID30463,RELB,Inflammation_II,RELB,Q01201,19,45001461,45038192,1:01,88.15%,6.69,0.00%,0.002452
RELT:Q969Z4:OID21142:v1,OID21142,RELT,Neurology,RELT,Q969Z4,11,73376399,73397474,0.111111111,0.02%,5.14,0.00%,0.004249
REN:P00797:OID20201:v1,OID20201,REN,Cardiometabolic,REN,P00797,1,204154819,204190324,1:10,0.04%,5.52,0.00%,0.002388
REPS1:Q96D71:OID30496:v1,OID30496,REPS1,Inflammation_II,REPS1,Q96D71,6,138903493,138988261,1:01,86.27%,6.82,0.00%,0.013692
REST:Q13127:OID31248:v1,OID31248,REST,Oncology_II,REST,Q13127,4,56907876,56966808,1:01,81.06%,5.23,0.00%,0.002122
RET:P07949:OID21346:v1,OID21346,RET,Oncology,RET,P07949,10,43077064,43130351,1:01,0.01%,5.41,0.00%,0.004513
RETN:Q9HD89:OID20327:v1,OID20327,RETN,Cardiometabolic,RETN,Q9HD89,19,7669049,7670455,0.111111111,0.18%,4.62,1.50%,0.006007
REXO2:Q9Y3B8:OID30075:v1,OID30075,REXO2,Cardiometabolic_II,REXO2,Q9Y3B8,11,114439435,114450279,1:01,80.20%,6.22,0.00%,0.00517
RFC4:P35249:OID31376:v1,OID31376,RFC4,Oncology_II,RFC4,P35249,3,186789880,186807058,1:01,58.50%,4.58,0.00%,0.034994
RGCC:Q9H4X1:OID31060:v1,OID31060,RGCC,Neurology_II,RGCC,Q9H4X1,13,41457550,41470871,1:01,0.45%,8.73,0.00%,0.075939
RGL2:O15211:OID31297:v1,OID31297,RGL2,Oncology_II,RGL2,O15211,6,33291654,33298942,1:01,81.50%,8.21,0.00%,0.004376
RGMA:Q96B86:OID21065:v1,OID21065,RGMA,Neurology,RGMA,Q96B86,15,93035271,93089211,1:10,0.02%,4.18,0.00%,0.004068
RGMB:Q6NW40:OID21045:v1,OID21045,RGMB,Neurology,RGMB,Q6NW40,5,98768650,98798643,1:10,0.04%,5.86,0.00%,0.00618
RGS10:O43665:OID30999:v1,OID30999,RGS10,Neurology_II,RGS10,O43665,10,119499817,119542719,1:01,3.19%,6.5,0.00%,0.054556
RGS8:P57771:OID20454:v1,OID20454,RGS8,Inflammation,RGS8,P57771,1,182641816,182684576,1:01,89.13%,8.04,0.00%,0.003431
RHOC:P08134:OID20950:v1,OID20950,RHOC,Neurology,RHOC,P08134,1,112701127,112707434,1:01,0.02%,6.68,0.60%,0.084237
RICTOR:Q6R327:OID30433:v1,OID30433,RICTOR,Inflammation_II,RICTOR,Q6R327,5,38937920,39074399,1:01,93.17%,5.63,0.00%,0.003163
RIDA:P52758:OID30635:v1,OID30635,RIDA,Inflammation_II,RIDA,P52758,8,98102344,98117171,1:10,0.08%,4.38,0.00%,0.021652
RILP:Q96NA2:OID21436:v1,OID21436,RILP,Oncology,RILP,Q96NA2,17,1646145,1649866,1:01,0.04%,6.16,0.30%,0.092539
RILPL2:Q969X0:OID30342:v1,OID30342,RILPL2,Cardiometabolic_II,RILPL2,Q969X0,12,123415039,123436684,1:10,0.16%,6.86,0.00%,0.081188
RIPK4:P57078:OID30138:v1,OID30138,RIPK4,Cardiometabolic_II,RIPK4,P57078,21,41739369,41767089,1:01,64.35%,7.09,0.00%,0.002018
RLN1:P04808:OID30995:v1,OID30995,RLN1,Neurology_II,RLN1,P04808,9,5334930,5339876,1:01,88.27%,7.77,0.00%,0.000925
RLN2:P04090:OID30601:v1,OID30601,RLN2,Inflammation_II,RLN2,P04090,9,5299864,5304716,1:10,0.48%,13.33,0.30%,0.001822
RNASE1:P07998:OID30672:v1,OID30672,RNASE1,Inflammation_II,RNASE1,P07998,14,20801228,20802855,0.736111111,1.05%,7.18,0.00%,0.003499
RNASE10:Q5GAN6:OID30238:v1,OID30238,RNASE10,Cardiometabolic_II,RNASE10,Q5GAN6,14,20505537,20513884,1:01,2.92%,5.47,0.00%,0.003677
RNASE3:P12724:OID20203:v1,OID20203,RNASE3,Cardiometabolic,RNASE3,P12724,14,20891385,20892348,1:10,2.82%,17.74,0.45%,0.038261
RNASE4:P34096:OID30705:v1,OID30705,RNASE4,Inflammation_II,RNASE4,P34096,14,20684560,20701216,0.736111111,0.06%,5.2,3.00%,0.003757
RNASE6:Q93091:OID30689:v1,OID30689,RNASE6,Inflammation_II,RNASE6,Q93091,14,20781268,20782467,0.736111111,0.07%,5.01,0.60%,0.005042
RNASEH2A:O75792:OID31027:v1,OID31027,RNASEH2A,Neurology_II,RNASEH2A,O75792,19,12806584,12813640,1:01,13.13%,6.2,0.00%,0.026282
RNASET2:O00584:OID20321:v1,OID20321,RNASET2,Cardiometabolic,RNASET2,O00584,6,166922113,166957191,0.111111111,0.02%,4.65,0.45%,0.008414
RNF149:Q8NC42:OID30235:v1,OID30235,RNF149,Cardiometabolic_II,RNF149,Q8NC42,2,101271219,101308701,1:01,0.04%,6.49,0.00%,0.002629
RNF168:Q8IYW5:OID30506:v1,OID30506,RNF168,Inflammation_II,RNF168,Q8IYW5,3,196468783,196503768,1:01,94.62%,5.72,0.00%,0.005573
RNF31:Q96EP0:OID30473:v1,OID30473,RNF31,Inflammation_II,RNF31,Q96EP0,14,24146683,24160660,1:01,96.54%,7.14,0.00%,0.007874
RNF4:P78317:OID31321:v1,OID31321,RNF4,Oncology_II,RNF4,P78317,4,2462220,2515857,1:01,87.57%,6.46,0.00%,0.005173
RNF41:Q9H4P4:OID21179:v1,OID21179,RNF41,Oncology,RNF41,Q9H4P4,12,56202179,56221933,1:01,0.03%,8.14,0.00%,0.092304
RNF43:Q68DV7:OID31291:v1,OID31291,RNF43,Oncology_II,RNF43,Q68DV7,17,58353676,58417595,1:01,15.95%,7.13,0.00%,0.003543
RNF5:Q99942:OID30218:v1,OID30218,RNF5,Cardiometabolic_II,RNF5,Q99942,6,32178405,32180793,1:01,0.14%,8.28,0.00%,0.062299
ROBO1:Q9Y6N7:OID20734:v1,OID20734,ROBO1,Inflammation,ROBO1,Q9Y6N7,3,78597239,79767998,1:10,0.02%,3.8,0.30%,0.004682
ROBO2:Q9HCK4:OID21007:v1,OID21007,ROBO2,Neurology,ROBO2,Q9HCK4,3,75906695,77649964,1:10,0.05%,5.74,0.00%,0.004526
ROBO4:Q8WZ75:OID30226:v1,OID30226,ROBO4,Cardiometabolic_II,ROBO4,Q8WZ75,11,124883691,124898500,1:01,0.52%,5.99,0.00%,0.0051
ROR1:Q01973:OID20224:v1,OID20224,ROR1,Cardiometabolic,ROR1,Q01973,1,63774017,64181498,1:10,0.03%,5.88,0.00%,0.003104
RP2:O75695:OID21302:v1,OID21302,RP2,Oncology,RP2,O75695,X,46837043,46882358,1:01,0.99%,9.02,0.00%,0.041618
RPA2:P15927:OID30453:v1,OID30453,RPA2,Inflammation_II,RPA2,P15927,1,27891524,27914746,1:01,95.29%,10.11,0.00%,0.009343
RPE:Q96AT9:OID31324:v1,OID31324,RPE,Oncology_II,RPE,Q96AT9,2,210002565,210022260,1:01,18.62%,7.23,0.00%,0.036421
RPGR:Q92834:OID30959:v1,OID30959,RPGR,Neurology_II,RPGR,Q92834,X,38269163,38327544,1:01,87.79%,7.64,0.00%,0.005368
RPL14:P50914:OID30284:v1,OID30284,RPL14,Cardiometabolic_II,RPL14,P50914,3,40457292,40468587,1:01,42.22%,6.41,0.00%,0.016127
RPS10:P46783:OID30070:v1,OID30070,RPS10,Cardiometabolic_II,RPS10,P46783,6,34417454,34426069,1:01,89.81%,5.65,0.00%,0.00578
RRAS:P10301:OID30961:v1,OID30961,RRAS,Neurology_II,RRAS,P10301,19,49635292,49640143,1:01,6.52%,10.75,0.00%,0.071229
RRM2:P31350:OID21187:v1,OID21187,RRM2,Oncology,RRM2,P31350,2,10120698,10211725,1:01,0.74%,8.67,0.00%,0.009542
RRM2B:Q7LG56:OID21174:v1,OID21174,RRM2B,Oncology,RRM2B,Q7LG56,8,102204502,102238961,1:01,1.63%,10.71,0.00%,0.05757
RRP15:Q9Y3B9:OID30867:v1,OID30867,RRP15,Neurology_II,RRP15,Q9Y3B9,1,218285293,218337983,1:01,88.46%,12.63,0.00%,0.002514
RSPO1:Q2MKA7:OID20938:v1,OID20938,RSPO1,Neurology,RSPO1,Q2MKA7,1,37611350,37634892,1:01,0.02%,6.74,0.00%,0.004963
RSPO3:Q9BXY4:OID21415:v1,OID21415,RSPO3,Oncology,RSPO3,Q9BXY4,6,127118671,127199481,1:01,0.01%,5.95,0.00%,0.005436
RTBDN:Q9BSG5:OID21343:v1,OID21343,RTBDN,Oncology,RTBDN,Q9BSG5,19,12825478,12835428,1:01,0.03%,7.25,0.00%,0.024857
RTKN2:Q8IZC4:OID30049:v1,OID30049,RTKN2,Cardiometabolic_II,RTKN2,Q8IZC4,10,62183035,62268844,1:01,90.17%,6.09,0.00%,0.004055
RTN4IP1:Q8WWV3:OID31030:v1,OID31030,RTN4IP1,Neurology_II,RTN4IP1,Q8WWV3,6,106570771,106629498,1:01,0.66%,13.46,0.00%,0.047071
RTN4R:Q9BZR6:OID21424:v1,OID21424,RTN4R,Oncology,RTN4R,Q9BZR6,22,20241415,20283246,1:01,0.03%,4.24,0.00%,0.0035
RUVBL1:Q9Y265:OID21211:v1,OID21211,RUVBL1,Oncology,RUVBL1,Q9Y265,3,128064778,128153914,1:01,5.56%,9.2,0.00%,0.005382
RWDD1:Q9H446:OID21015:v1,OID21015,RWDD1,Neurology,RWDD1,Q9H446,6,116571409,116597675,1:10,0.03%,5.3,0.00%,0.097271
RYR1:P21817:OID30085:v1,OID30085,RYR1,Cardiometabolic_II,RYR1,P21817,19,38433691,38595273,1:01,94.24%,7.18,0.00%,0.004892
S100A11:P31949:OID20130:v1,OID20130,S100A11,Cardiometabolic,S100A11,P31949,1,152032506,152047907,1:10,0.17%,7.59,0.90%,0.061495
S100A12:P80511:OID21374:v1,OID21374,S100A12,Oncology,S100A12,P80511,1,153373711,153375621,1:01,0.19%,9.37,0.90%,0.038503
S100A13:Q99584:OID30529:v1,OID30529,S100A13,Inflammation_II,S100A13,Q99584,1,153618787,153631360,1:01,0.04%,8.23,0.00%,0.01468
S100A14:Q9HCY8:OID30987:v1,OID30987,S100A14,Neurology_II,S100A14,Q9HCY8,1,153614255,153616986,1:01,16.91%,6.44,0.00%,0.002705
S100A16:Q96FQ6:OID20878:v1,OID20878,S100A16,Neurology,S100A16,Q96FQ6,1,153606886,153613145,1:01,18.37%,13.91,0.15%,0.000795
S100A3:P33764:OID31352:v1,OID31352,S100A3,Oncology_II,S100A3,P33764,1,153547329,153549258,1:01,64.13%,5.25,0.00%,0.004174
S100A4:P26447:OID21519:v1,OID21519,S100A4,Oncology,S100A4,P26447,1,153543613,153550136,1:10,0.05%,6.49,0.00%,0.086285
S100G:P29377:OID31051:v1,OID31051,S100G,Neurology_II,S100G,P29377,X,16650158,16654670,1:01,5.27%,6.76,0.00%,0.00764
S100P:P25815:OID20103:v1,OID20103,S100P,Cardiometabolic,S100P,P25815,4,6693878,6697170,1:01,0.75%,9.75,0.00%,0.020841
SAA4:P35542:OID30726:v1,OID30726,SAA4,Inflammation_II,SAA4,P35542,11,18231355,18236802,1:100000,44.79%,3.55,0.00%,0.005957
SAFB2:Q14151:OID31012:v1,OID31012,SAFB2,Neurology_II,SAFB2,Q14151,19,5586999,5624046,1:01,51.43%,5.24,0.00%,0.017911
SAG:P10523:OID30874:v1,OID30874,SAG,Neurology_II,SAG,P10523,2,233307816,233347055,1:01,97.41%,7.42,0.00%,0.003413
SAMD9L:Q8IVG5:OID20536:v1,OID20536,SAMD9L,Inflammation,SAMD9L,Q8IVG5,7,93130056,93148385,1:01,0.05%,6.78,0.00%,0.094988
SAP18:O00422:OID31323:v1,OID31323,SAP18,Oncology_II,SAP18,O00422,13,21140119,21149097,1:01,76.50%,8.82,0.00%,0.001497
SARG:Q9BW04:OID30331:v1,OID30331,SARG,Cardiometabolic_II,C1orf116,Q9BW04,1,207018522,207032756,1:10,0.06%,6.88,0.30%,0.092475
SART1:O43290:OID30113:v1,OID30113,SART1,Cardiometabolic_II,SART1,O43290,11,65961728,65980137,1:01,33.69%,6.3,0.00%,0.054969
SAT1:P21673:OID30111:v1,OID30111,SAT1,Cardiometabolic_II,SAT1,P21673,X,23783173,23786210,1:01,83.20%,7.04,0.00%,0.002042
SAT2:Q96F10:OID31306:v1,OID31306,SAT2,Oncology_II,SAT2,Q96F10,17,7626234,7627876,1:01,1.98%,7.67,0.00%,0.007394
SATB1:Q01826:OID31038:v1,OID31038,SATB1,Neurology_II,SATB1,Q01826,3,18345377,18445621,1:01,75.11%,4.83,0.00%,0.027386
SBSN:Q6UWP8:OID30398:v1,OID30398,SBSN,Cardiometabolic_II,SBSN,Q6UWP8,19,35523367,35528351,0.111111111,0.99%,6.45,0.15%,0.011353
SCAMP3:O14828:OID21332:v1,OID21332,SCAMP3,Oncology,SCAMP3,O14828,1,155255979,155262430,1:01,0.03%,10.55,0.00%,0.078027
SCARA5:Q6ZMJ2:OID21058:v1,OID21058,SCARA5,Neurology,SCARA5,Q6ZMJ2,8,27869883,27992673,1:10,0.04%,6.65,0.00%,0.008063
SCARB1:Q8WTV0:OID20805:v1,OID20805,SCARB1,Neurology,SCARB1,Q8WTV0,12,124776856,124882668,1:01,71.13%,7.15,0.00%,0.002815
SCARB2:Q14108:OID20943:v1,OID20943,SCARB2,Neurology,SCARB2,Q14108,4,76158737,76234536,1:01,0.01%,5.22,1.80%,0.003499
SCARF1:Q14162:OID20297:v1,OID20297,SCARF1,Cardiometabolic,SCARF1,Q14162,17,1633858,1645744,0.111111111,0.04%,4.73,0.00%,0.036287
SCARF2:Q96GP6:OID21048:v1,OID21048,SCARF2,Neurology,SCARF2,Q96GP6,22,20424584,20437826,1:10,0.05%,5.3,0.00%,0.00497
SCG2:P13521:OID21400:v1,OID21400,SCG2,Oncology,SCG2,P13521,2,223596940,223602361,1:01,0.01%,4.07,0.45%,0.022748
